key,title,year,month,day,ReviewData,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5
rayyan-394626684,LLMs: A game-changer for software engineers?,2025,,,"BenchCouncil Transactions on Benchmarks, Standards and Evaluations",,5,1,,"Haque, Md Asraful",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006809602&doi=10.1016%2Fj.tbench.2025.100204&partnerID=40&md5=a0f0660deab18ec9f0e970c193521112,,,,"Large Language Models (LLMs) like GPT-3 and GPT-4 have emerged as groundbreaking innovations with capabilities that extend far beyond traditional AI applications. These sophisticated models, trained on massive datasets, can generate human-like text, respond to complex queries, and even write and interpret code. Their potential to revolutionize software development has captivated the software engineering (SE) community, sparking debates about their transformative impact. Through a critical analysis of technical strengths, limitations, real-world case studies, and future research directions, this paper argues that LLMs are not just reshaping how software is developed but are redefining the role of developers. While challenges persist, LLMs offer unprecedented opportunities for innovation and collaboration. Early adoption of LLMs in software engineering is crucial to stay competitive in this rapidly evolving landscape. This paper serves as a guide, helping developers, organizations, and researchers understand how to harness the power of LLMs to streamline workflows and acquire the necessary skills. © 2025 Elsevier B.V., All rights reserved.","Cited by: 4; All Open Access; Gold Open Access | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.1016/j.tbench.2025.100204,Application programs; Computer aided software engineering; Computer operating systems; Computer p...,,,,,,,
rayyan-394626685,LLM-Vectorizer: LLM-Based Verified Loop Vectorizer,2025,,,,,,,137 - 149,"Taneja, Jubi and Laird, Avery and Yan, Cong and Musuvathi, Madanlal and Lahiri, Shuvendu K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001176388&doi=10.1145%2F3696443.3708929&partnerID=40&md5=4301bf6db4e85ef4f474ec5cbac4cca8,,,,"Vectorization is a powerful optimization technique that significantly boosts the performance of high performance computing applications operating on large data arrays. Despite decades of research on auto-vectorization, compilers frequently miss opportunities to vectorize code. On the other hand, writing vectorized code manually using compiler intrinsics is still a complex, error-prone task that demands deep knowledge of specific architecture and compilers. In this paper, we evaluate the potential of large-language models (LLMs) to generate vectorized (Single Instruction Multiple Data) code from scalar programs that process individual array elements. We propose a novel finite-state-machine multi-agents based approach that harnesses LLMs and test-based feedback to generate vectorized code. Our findings indicate that LLMs are capable of producing high-performance vectorized code with run-time speedup ranging from 1.1x to 9.4x as compared to the state-of-the-art compilers such as Intel Compiler, GCC, and Clang. To verify the correctness of vectorized code, we use Alive2, a leading bounded translation validation tool for LLVM IR. We describe a few domain-specific techniques to improve the scalability of Alive2 on our benchmark dataset. Overall, our approach is able to verify 38.2% of vectorizations as correct on the TSVC benchmark dataset. © 2025 Elsevier B.V., All rights reserved.","Cited by: 2; All Open Access; Gold Open Access | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.1145/3696443.3708929,Benchmarking; Computer software selection and evaluation; Deep learning; Finite automata; Program...,,,,,,,
rayyan-394626686,Large language models for building energy applications: Opportunities and challenges,2025,,,Building Simulation,,18,2,225 - 234,"Liu, Mingzhe and Zhang, Liang and Chen, Jianli and Chen, Wei An and Yang, Zhiyao and Lo, L. James and Wen, Jin and O’Neill, Zheng",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217221286&doi=10.1007%2Fs12273-025-1235-9&partnerID=40&md5=bf5965865499c33ffef3cec5eb99b9b8,,,,"Large language models (LLMs) are gaining attention due to their potential to enhance efficiency and sustainability in the building domain, a critical area for reducing global carbon emissions. Built on transformer architectures, LLMs excel at text generation and data analysis, enabling applications such as automated energy model generation, energy management optimization, and fault detection and diagnosis. These models can potentially streamline complex workflows, enhance decision-making, and improve energy efficiency. However, integrating LLMs into building energy systems poses challenges, including high computational demands, data preparation costs, and the need for domain-specific customization. This perspective paper explores the role of LLMs in the building energy system sector, highlighting their potential applications and limitations. We propose a development roadmap built on in-context learning, domain-specific fine-tuning, retrieval augmented generation, and multimodal integration to enhance LLMs’ customization and practical use in this field. This paper aims to spark ideas for bridging the gap between LLMs capabilities and practical building applications, offering insights into the future of LLM-driven methods in building energy applications. © 2025 Elsevier B.V., All rights reserved.","Cited by: 25 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.1007/s12273-025-1235-9,Building energy; Building energy application; Energy; Energy applications; Energy management opti...,,,,,,,
rayyan-394626687,Toward Automated Simulation Research Workflow through LLM Prompt Engineering Design,2025,,,Journal of Chemical Information and Modeling,,65,1,114 - 124,"Liu, Zhihan and Chai, Yubo and Li, Jianfeng",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214789637&doi=10.1021%2Facs.jcim.4c01653&partnerID=40&md5=5e463256a99054ecebebcdef6126457a,,,,"The advent of Large Language Models (LLMs) has created new opportunities for the automation of scientific research spanning both experimental processes and computational simulations. This study explores the feasibility of constructing an autonomous simulation agent (ASA) powered by LLMs through prompt engineering and automated program design to automate the entire simulation research process according to a human-provided research plan. This process includes experimental design, remote upload and simulation execution, data analysis, and report compilation. Using a well-studied simulation problem of polymer chain conformations as a test case, we assessed the long-task completion and reliability of ASAs powered by different LLMs, including GPT-4o, Claude-3.5, etc. Our findings revealed that ASA-GPT-4o achieved near-flawless execution on designated research missions, underscoring the potential of methods like ASA to achieve automation in simulation research processes to enhance research efficiency. The outlined automation can be iteratively performed for up to 20 cycles without human intervention, illustrating the potential of ASA for long-task workflow automation. Additionally, we discussed the intrinsic traits of ASA in managing extensive tasks, focusing on self-validation mechanisms, and the balance between local attention and global oversight. © 2025 Elsevier B.V., All rights reserved.","Cited by: 5 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.1021/acs.jcim.4c01653,Design of experiments; Digital elevation model; Engineering research; Computational simulation; E...,,,,,,,
rayyan-394626688,"GreenAI@AIxIA 2024 - Proceedings of the 1st AIxIA Workshop on Green-Aware Artificial Intelligence, co-located with the 23rd International Conference of the Italian Association for Artificial Intelligence, AIxIA 2024",2025,,,CEUR Workshop Proceedings,,3934,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000729871&partnerID=40&md5=eeaec515a859a5a55d8bca4f0766a654,,,,"The proceedings contain 7 papers. The topics discussed include: exploiting outlier explanation to unveil key-aspects of high green comparative advantage nations; on the environmental impact of the algorithm LatentOut for unsupervised anomaly detection; a lightweight meta-feature extraction strategy for deep reinforcement anomaly detection; enhancing the evaluation of fault detection models in smart agriculture using LLM agents for rule-based anomaly generation; a declarative framework for temporal reasoning in green-aware applications; and optimizing photosensor placement for energy-efficient lighting in sustainable building design based on multivariate long short-term memory models. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,,,,,,,,
rayyan-394626689,Enhancing the Evaluation of Fault Detection Models in Smart Agriculture Using LLM Agents for Rule-Based Anomaly Generation,2025,,,CEUR Workshop Proceedings,,3934,,29 - 39,"Lindia, Paolo and Cantini, Riccardo and Bettucci, Francesco and Sartori, Luigi and Trunfio, Paolo",https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000713671&partnerID=40&md5=69b6824aea49063787b90e9d59bcf947,,,,"In the context of Agriculture 4.0, advanced technologies such as the Internet of Things (IoT), artificial intelligence (AI), and big data analytics play a critical role in enhancing the efficiency and sustainability of farming operations. These innovations enable real-time monitoring and decision-making, improving the efficiency, sustainability, and productivity of agricultural systems. Central to Agriculture 4.0 is the deployment of sensors embedded in agricultural machinery, such as tractors, which continuously collect data on key operational metrics, including engine performance, fuel consumption, soil conditions, and equipment health. The effective analysis of such data is essential for predictive maintenance, as early detection of potential anomalies can prevent costly breakdowns and reduce downtime. However, finding real-world datasets containing examples of anomalies in agricultural machinery is highly challenging, making it difficult to develop and assess the effectiveness of anomaly detection models. Additionally, classical methods for anomaly generation, such as stochastic and adversarial approaches, may be difficult to apply given the intricate patterns and time dependency of these data. To address this gap, our work leverages Large Language Models (LLMs) and agentic workflows to generate realistic anomaly scenarios from agricultural data. Using a rule-based approach that combines prompt engineering techniques with a multiagent system, we create synthetic anomalies that can later be used to evaluate anomaly detection models. These models would then enable the timely identification of potential machinery failures, reducing maintenance costs, minimizing downtime, and significantly lowering the environmental impact by preventing inefficiencies such as increased fuel consumption from faulty equipment, reducing the need for replacement parts, and conserving energy and resources used in repairs. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",,Agricultural robots; Fertilizers; Tractors (agricultural); Agentic workflow; Anomaly detection; A...,,,,,,,
rayyan-394626690,"Proceedings of the 6th Northern Lights Deep Learning Conference, NLDL 2025",2025,,,Proceedings of Machine Learning Research,,265,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219153965&partnerID=40&md5=904661ee7560cb40123aaa611b569b83,,,,"The proceedings contain 27 papers. The topics discussed include: hallucination detection in LLMs: fast and memory-efficient finetuned models; towards concurrent real-time audio-aware agents with deep reinforcement learning; connecting concept convexity and human-machine alignment in deep neural networks; BoRA: Bayesian hierarchical low-rank adaption for multi-task large language models; familiarity-based open-set recognition under adversarial attacks; world model agents with change-based intrinsic motivation; graph counterfactual explainable AI via latent space traversal; enhancing fault detection in optical networks with conditional denoising diffusion probabilistic models; one-class SVM-guided negative sampling for enhanced contrastive learning; and interpretable function approximation with gaussian processes in value-based model-free reinforcement learning. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,,,,,,,,
rayyan-394626691,GoNoGo: An Efficient LLM-Based Multi-agent System for Streamlining Automotive Software Release Decision-Making,2025,,,Lecture Notes in Computer Science,,15383,,30 - 45,"Khoee, Arsham Gholamzadeh and Yu, Yinan and Feldt, Robert and Freimanis, Andris and Rhodin, Patrick Andersson and Parthasarathy, Dhasarathy",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218471609&doi=10.1007%2F978-3-031-80889-0_3&partnerID=40&md5=3325c301104063a92e08d80fbd7754fa,,,,"Traditional methods for making software deployment decisions in the automotive industry typically rely on manual analysis of tabular software test data. These methods often lead to higher costs and delays in the software release cycle due to their labor-intensive nature. Large Language Models (LLMs) present a promising solution to these challenges. However, their application generally demands multiple rounds of human-driven prompt engineering, which limits their practical deployment, particularly for industrial end-users who need reliable and efficient results. In this paper, we propose GoNoGo, an LLM agent system designed to streamline automotive software deployment while meeting both functional requirements and practical industrial constraints. Unlike previous systems, GoNoGo is specifically tailored to address domain-specific and risk-sensitive systems. We evaluate GoNoGo’s performance across different task difficulties using zero-shot and few-shot examples taken from industrial practice. Our results show that GoNoGo achieves a 100% success rate for tasks up to Level 2 difficulty with 3-shot examples, and maintains high performance even for more complex tasks. We find that GoNoGo effectively automates decision-making for simpler tasks, significantly reducing the need for manual intervention. In summary, GoNoGo represents an efficient and user-friendly LLM-based solution currently employed in our industrial partner’s company to assist with software release decision-making, supporting more informed and timely decisions in the release process for risk-sensitive vehicle systems. © 2025 Elsevier B.V., All rights reserved.","Cited by: 1 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.1007/978-3-031-80889-0_3,Application programs; Chemical plants; Competition; Computer program listings; Computer software ...,,,,,,,
rayyan-394626692,Generation of Rational Drug-like Molecular Structures Through a Multiple-Objective Reinforcement Learning Framework,2025,,,Molecules,,30,1,,"Zhang, Xiangying and Gao, Haotian and Qi, Yifei and Li, Yan and Wang, Renxiao",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214453638&doi=10.3390%2Fmolecules30010018&partnerID=40&md5=607c2e4d9b3ae71532881db36e2c5538,,,,"As an appealing approach for discovering novel leads, the key advantage of de novo drug design lies in its ability to explore a much broader dimension of chemical space, without being confined to the knowledge of existing compounds. So far, many generative models have been described in the literature, which have completely redefined the concept of de novo drug design. However, many of them lack practical value for real-world drug discovery. In this work, we have developed a graph-based generative model within a reinforcement learning framework, namely, METEOR (Molecular Exploration Through multiplE-Objective Reinforcement). The backend agent of METEOR is based on the well-established GCPN model. To ensure the overall quality of the generated molecular graphs, we implemented a set of rules to identify and exclude undesired substructures. Importantly, METEOR is designed to conduct multi-objective optimization, i.e., simultaneously optimizing binding affinity, drug-likeness, and synthetic accessibility of the generated molecules under the guidance of a special reward function. We demonstrate in a specific test case that without prior knowledge of true binders to the chosen target protein, METEOR generated molecules with superior properties compared to those in the ZINC 250k data set. In conclusion, we have demonstrated the potential of METEOR as a practical tool for generating rational drug-like molecules in the early phase of drug discovery. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",10.3390/molecules30010018,algorithm; chemical structure; drug design; drug development; machine learning; procedures; Algor...,,,,,,,
rayyan-394626693,Using Large Language Models for Efficient Cancer Registry Coding in the Real Hospital Setting: A Feasibility Study,2025,,,Pacific Symposium on Biocomputing,,30,,121 - 137,"Wang, Chenkai and Ke, Chengrong and Huang, Ming Siang and Chong, Inn Wen and Yang, Yihsin and Tseng, S. Vincent Shin Mu and Dai, Hong Jie",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212611510&partnerID=40&md5=59439a85628c0fdd94322a4ad548c719,,,,"The primary challenge in reporting cancer cases lies in the labor-intensive and time-consuming process of manually reviewing numerous reports. Current methods predominantly rely on rule-based approaches or custom-supervised learning models, which predict diagnostic codes based on a single pathology report per patient. Although these methods show promising evaluation results, their biased outcomes in controlled settings may hinder adaption to real-world reporting workflows. In this feasibility study, we focused on lung cancer as a test case and developed an agentic retrieval-augmented generation (RAG) system to evaluate the potential of publicly available large language models (LLMs) for cancer registry coding. Our findings demonstrate that: (1) directly applying publicly available LLMs without fine-tuning is feasible for cancer registry coding; and (2) prompt engineering can significantly enhance the capability of pre-trained LLMs in cancer registry coding. The off-the-shelf LLM, combined with our proposed system architecture and basic prompts, achieved a macro-averaged F-score of 0.637 when evaluated on testing data consisting of patients' medical reports spanning 1.5 years since their first visit. By employing chain of thought (CoT) reasoning and our proposed coding item grouping, the system outperformed the baseline by 0.187 in terms of the macro-averaged F-score. These findings demonstrate the great potential of leveraging LLMs with prompt engineering for cancer registry coding. Our system could offer cancer registrars a promising reference tool to enhance their daily workflow, improving efficiency and accuracy in cancer case reporting. This record is sourced from MEDLINE/PubMed, a database of the U.S. National Library of Medicine","Cited by: 3 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3",,bioinformatics; coding; electronic health record; feasibility study; genetics; human; lung tumor;...,,,,,,,
rayyan-394626694,Large Language Model Powered Automated Modeling and Optimization of Active Distribution Network Dispatch Problems,2025,,,IEEE Transactions on Smart Grid,,,,,"Yang, Xu and Lin, Chenhui and Yang, Yue and Wang, Qi and Liu, Haotian and Hua, Haizhou and Wu, Wenchuan",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019566609&doi=10.1109%2FTSG.2025.3621438&partnerID=40&md5=68dfb9b5c2d3ab4a551251e9df834cbd,,,,"The increasing penetration of distributed energy resources into active distribution networks (ADNs) has made effective ADN dispatch imperative. However, the numerous newly-integrated ADN operators, such as distribution system aggregators, virtual power plant managers, and end prosumers, often lack specialized expertise in power system operation, modeling, optimization, and programming. This knowledge gap renders reliance on human experts both costly and time-intensive. To address this challenge and enable intelligent, flexible ADN dispatch, this paper proposes a large language model (LLM) powered automated modeling and optimization approach. First, the ADN dispatch problems are decomposed into sequential stages, and a multi-LLM coordination architecture is designed. This framework comprises an Information Extractor, a Problem Formulator, and a Code Programmer, tasked with information retrieval, optimization problem formulation, and code implementation, respectively. Afterwards, tailored refinement techniques are developed for each LLM agent, greatly improving the accuracy and reliability of generated content. The proposed approach features a user-centric interface that enables ADN operators to derive dispatch strategies via simple natural language queries, eliminating technical barriers and increasing efficiency. Comprehensive comparisons and end-to-end demonstrations on various test cases validate the effectiveness of the proposed architecture and methods. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC6",10.1109/TSG.2025.3621438,Codes (symbols); Computer systems programming; Distributed energy; Electric load dispatching; Ele...,,,,,,,
rayyan-394626695,Construction and Application of Multi-Agent Large Language Model for Power Transformer Fault Diagnosis,2025,,,Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University,,59,10,22 - 31,"Lin, Jinshan and Li, Yuan and Fang, Qixuan and Liu, Zhihao and Li, Chunpeng and Zhang, Guanjun",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019306654&doi=10.7652%2Fxjtuxb202510002&partnerID=40&md5=3e6e289ad9bf59cea6a49c54fd4af95a,,,,"To address the limited applicability of traditional small language models and the unsatisfactory diagnostic effects caused by the multi-dimensional heterogeneity of state parameters and data loss in power transformers,a multi-agent large language model framework for transformer fault diagnosis is proposed.The framework establishes a collaborative reasoning system with fault cases knowledge graph and three agents.The fault cases knowledge graph constraint mechanism significantly enhances the large language model's understanding of power engineering expertise while effectively mitigating machine hallucination.Three agents simulate expert diagnostic processes by decomposing complex transformer fault diagnosis tasks.Primary diagnostic agents perform preliminary fault identification through feature threshold analysis, expert diagnostic agents conduct uncertainty reasoning on typical fault patterns using probabilistic graphical models,and case analysis agents access a historical fault case database to enable knowledge retrieval and diagnostic result validation.Validation results show that the proposed model achieves excellent performance in diagnosing 100 fault cases,with an accuracy rate of 86%,representing a 33% improvement over the BERT model.The integration of the fault cases knowledge graph enhances the large language model's output in terms of completeness,semantic consistency,and professional depth,with an expert rating average performance increase of 50%. This multi-agent large language model demonstrates superior performance in reducing misjudgment rates compared to monolithic large language models,and can provide technical support for intelligent fault diagnosis and operation and maintenance of power transformers. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC6",10.7652/xjtuxb202510002,Graphic methods; Information retrieval; Intelligent agents; Knowledge graph; Multi agent systems;...,,,,,,,
rayyan-394626696,Are numerical or verbal explanations of AI the key to appropriate user reliance and error detection?,2025,,,Behaviour and Information Technology,,,,,"Papenkordt, Jorg and Ngonga-Ngomo, Axel Cyrille and Thommes, Kirsten",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018808566&doi=10.1080%2F0144929X.2025.2568928&partnerID=40&md5=d5359ee5c3db500514d61fa5011c91cc,,,,"Advances in AI and our limited human capabilities have made AI decision-making opaque to humans. One prerequisite for enhancing the transparency of AI recommendations is improving AI explainability as humans need to be enabled to take responsibility for their actions even with AI support. Our study aims to tackle this issue by investigating two basic approaches to explainability: We evaluate numerical explanations, such as certainty measures, against verbal explanations, such as those provided by LLM as explanatory agents. Specifically, we examine whether verbal or numerical (or both) explanations in tasks of high uncertainty lure users into false beliefs or, on the contrary, promote appropriate reliance. Drawing on an experiment with 441 participants, we explore the dynamics of non-expert users' interactions with AI under varying explanatory conditions. Results show that explanations significantly improve reliance and decision accuracy. Numerical explanations aid in identifying uncertainties and errors, but the users' reliance on the advice falls far behind the given numerical certainty. Verbal explanations foster higher reliance while increasing the risk of over-reliance. Combining both explanation types enhances reliance but further amplifies blind trust in AI. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0; All Open Access; Hybrid Gold Open Access | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3,EC6",10.1080/0144929X.2025.2568928,Artificial intelligence; Decision making; Error detection; Computer interaction; Decisions making...,,,,,,,
rayyan-394626697,Beyond Test Cases: Multi-Agent Collaboration for Detecting Defects in Full-Score Code Implementations,2025,,,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",,,,124 - 129,"Li, Yiwei and Liu, Jiaxin and Hu, Yanfeng and Liu, Chen and Zhang, Yating and Yin, Liangze and Dong, Wei",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018743838&doi=10.18293%2FSEKE2025-053&partnerID=40&md5=6b4813dad78e2b4f3340c1ac6b4a3fe8,,,,"Automated evaluation of programming code on online platforms often relies on predefined test cases. However, due to limited test coverage, many programs receive full marks despite violating intended specifications. We present Maveric, a framework that combines large language models (LLMs) with formal verification to more rigorously assess code correctness. Maveric consists of four agents: a template generator that derives formal specifications from problem descriptions, a consistency checker that validates semantic alignment, a code analyzer that detects potential defects and synthesizes counterexamples, and a counterexample validator that formally verifies their validity. We evaluated Maveric on 100 full-score code submissions from 10 real-world programming tasks sourced from a widely used online education platform. Manual review identified 32 with functional defects. Maveric accurately detected 31 of these with no false positives, completing the evaluation of each program in under one minute. In contrast, LLM-only methods detected 25 defects but yielded 6 false positives, while formal verification alone found 23 and suffered frequent timeouts. Importantly, all defects reported by Maveric were supported by verifiable counterexamples, confirming their semantic violations. These results demonstrate Maveric’s effectiveness and practicality for automated program evaluation in educational settings. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""}",10.18293/SEKE2025-053,Codes (symbols); Computer programming languages; Computer systems programming; Defects; E-learnin...,,,,,,,
rayyan-394626698,Comparative Study on Test Case generation using Generative AI,2025,,,,,,,366 - 369,"Azzam, Adham and Hany, Omar and Mansour, Hesham",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018464135&doi=10.1109%2FIMSA65733.2025.11166964&partnerID=40&md5=b86914aaa102a4a2761613b1734aa6aa,,,,"Testing is an important part of Development life cycle, resource intensive and prone to human error. Over the years, various tools have been developed, with a recent surge in those based on Large Language Models (LLMs). Examples include prompting LLMs in chat applications to generate test cases or using AI agents with project context to generate tests. This paper comparatively studies the most prominent open and closed-source models available at the time of writing. This paper covers the most famous open and closed source models as of the date of writing this paper in a comparative study. This study analyzes each model's characteristics and performance against well known metrics like average code coverage and mutation score. While closed source models Like GPT-4o are demonstrating better performance than all other models at 35.2% coverage, some open source models such as Llama 3.1 70B is demonstrating significantly p romising p erformance with 30.6% coverage, or models like DeepSeekCoderV2 16B that have a better chance of running locally in a normal home setting with 28.2% coverage. This study highlights LLM capabilities in automated test generation. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""} | USER-NOTES: {""Nicolas""=>[""secundario ?""]}",10.1109/IMSA65733.2025.11166964,Artificial intelligence; Open source software; Open systems; Closed source; Comparatives studies;...,,,,,,,
rayyan-394626699,An LLM-based software developer agent demonstrated through a port-logistic optimization case study,2025,,,,,,,,"Dulai, Tibor and Kiss, Gábor",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018454710&doi=10.1109%2FACDSA65407.2025.11166656&partnerID=40&md5=07beea4a4eddd6e7f441df7515005770,,,,"Advancements in artificial intelligence (AI) are having a significant impact across various domains. Among these, generative AI models - particularly large language models (LLMs) - have brought substantial changes to a wide range of activities and professions. As these models are capable of handling complex business workflows and interacting with external tools (e.g., via APIs), their agentic behaviour becomes especially valuable for supporting diverse workflows. Software development is one of the domains that can greatly benefit from the use of LLM-based agents. We have developed a software developer agent using the LangGraph platform, capable of generating and validating the software requirements specification (SRS), design document specification (DDS), project structure, function implementations, and corresponding unit tests - all based on a well-formulated input prompt. After successfully testing the agent on the relatively simple task of generating a Snake game, we applied it to a more complex problem: an optimization scenario. A simulation framework was developed to optimize port logistics processes, such as routing and scheduling trucks and vessels. This framework allows for port structure customization and, thanks to its modular design, supports the evaluation of various optimization algorithms. Using this framework, we investigated how our software developer agent performs on a significantly more complex coding task compared to the Snake game. We also compared the results with those generated by two widely used LLM-based systems: ChatGPT and Gemini Code Assist. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""}",10.1109/ACDSA65407.2025.11166656,Computer programming; Intelligent agents; Logistics; Ports and harbors; Software testing; Specifi...,,,,,,,
rayyan-394626700,"Multi-Agent LLM Collaboration for Adaptive Code Review, Debugging, and Security Analysis",2025,,,,,,,541 - 546,"Sharanarthi, Tanush and Polineni, Sreenidhi",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017962329&doi=10.1109%2FMRAI65197.2025.11135756&partnerID=40&md5=c1c8dcd7efc5a31fdf3f2f8723e6caf1,,,,"Automated code review systems have improved software development, yet many lack contextual awareness, leading to redundant feedback and limited adaptability to user-specific coding styles. This paper presents a multi-agent AI-driven framework that leverages FAISS-based memory to improve review efficiency, personalization, and collaboration. The system integrates code review, bug detection, and security analysis agents, operating independently and interactively to analyze and refine code submissions. A feedback mechanism enables users to influence future AI suggestions, ensuring that recommendations evolve based on individual preferences and past interactions. Through structured experiments, we evaluated the impact of FAISS memory on the reduction of redundant feedback, evaluated the effectiveness of collaborative agent execution, and measured the system's ability to adapt to coding patterns over time. The results indicate that the incorporation of FAISS significantly improves AI-assisted development by minimizing unnecessary repetitions while maintaining essential corrective feedback. This research demonstrates the potential of adaptive AI systems in software engineering, contributing to more intelligent, context-aware, and efficient code review methodologies. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Included""}",10.1109/MRAI65197.2025.11135756,Codes (symbols); Computer programming languages; Computer software selection and evaluation; Dist...,,,,,,,
rayyan-394626701,Seeing is Believing: Vision-driven Non-crash Functional Bug Detection for Mobile Apps,2025,,,IEEE Transactions on Software Engineering,,,,,"Liu, Zhe and Li, Cheng and Chen, Chunyang and Wang, Junjie and Chen, Mengzhuo and Wu, Boyu and Wang, Yawen and Hu, Jun and Wang, Qing",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017652583&doi=10.1109%2FTSE.2025.3614469&partnerID=40&md5=4e5a57b6552e186ec4d8233dee3c822c,,,,"Mobile app GUI (Graphical User Interface) pages now contain rich visual information, with the visual semantics of each page helping users understand the application logic. However, these complex visual and functional logics present new challenges to software testing. Existing automated GUI testing methods, constrained by the lack of reliable testing oracles, are limited to detecting crash bugs with obvious abnormal signals. Consequently, many non-crash functional bugs, ranging from unexpected behaviors to logical errors, often evade detection by current techniques. While these non-crash functional bugs can exhibit visual cues that serve as potential testing oracles, they often entail a sequence of screenshots, and detecting them necessitates an understanding of the operational logic among GUI page transitions, which is challenging traditional techniques. Considering the remarkable performance of Multimodal Large Language Models (MLLM) in visual and language understanding, this paper proposes VisionDroid, a novel vision-driven, multi-agent collaborative automated GUI testing approach for detecting non-crash functional bugs. It comprises three agents: Explorer, Monitor, and Detector, to guide the exploration, oversee the testing progress, and spot issues.We also address several challenges,i.e., aligning visual and textual information for MLLM input, achieving functionality-oriented exploration, and inferring test oracles for non-crash bugs, to enhance the performance of functionality bug detection. We evaluate VisionDroid on 590 non-crash bugs and compare it with 12 baselines, it can achieve more than 14%-112% and 108%-147% boost in average recall and precision compared with the best baseline. The ablation study further proves the contribution of each module. Moreover, VisionDroid identifies 43 unknown bugs on Google Play, of which 31 have been fixed. © 2025 Elsevier B.V., All rights reserved.","Cited by: 0 | RAYYAN-INCLUSION: {""Nicolas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: EC3,EC6",10.1109/TSE.2025.3614469,Android (operating system); Automation; Computer vision; Graphical user interfaces; Mobile applic...,,,,,,,
